gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,1,No,No,35,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),113.75,3180.5,0
Male,0,No,No,4,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,37.0625,118.5,1
Male,0,Yes,Yes,32,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,113.5,3023.85,0
Male,0,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,97.3125,3365.85,1
Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,67.875,195.3,1
Female,1,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.6875,1031.1,0
Female,1,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),118.9375,997.65,1
Female,1,No,No,66,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),128.0,6471.85,0
Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,124.875,6241.35,0
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),110.875,6501.35,0
Male,0,Yes,Yes,44,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,67.875,2317.1,0
Male,0,No,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),69.625,2237.55,0
Male,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,129.9375,5231.3,0
Male,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),138.5625,5275.8,1
Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.1875,165.5,0
Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.0625,358.5,0
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.9375,6614.9,0
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,100.625,80.5,1
Female,1,No,No,42,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,69.5625,2421.75,0
Female,1,No,No,18,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,93.375,1294.6,0
Female,0,No,Yes,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),130.1875,1299.1,0
Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),104.5625,5733.4,0
Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),90.25,305.55,1
Male,0,No,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),137.5625,7430.75,0
Male,0,No,No,17,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Mailed check,64.375,900.5,1
Male,0,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),31.875,630.6,0
Male,1,No,No,43,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,111.9375,3856.75,1
Female,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.375,1222.65,0
Female,1,No,No,5,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Electronic check,100.875,374.8,0
Male,0,Yes,Yes,21,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,96.875,1625.0,1
Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),131.375,7234.8,0
Male,0,No,No,13,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),31.4375,331.85,0
Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),119.0625,3959.35,1
Male,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),119.5625,5088.4,0
Male,1,No,No,46,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Electronic check,106.25,3969.4,1
Male,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),101.0,4860.85,0
Male,0,No,No,29,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,31.0625,788.05,0
Female,0,No,Yes,25,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),68.4375,1266.35,0
Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,107.1875,470.95,1
Male,0,No,No,15,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,63.4375,688.2,0
Female,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.1875,387.7,0
Male,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.0625,845.25,0
Female,1,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,122.8125,560.6,1
Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),89.5,4230.25,0
Male,0,Yes,Yes,62,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),101.8125,4983.05,0
Female,0,Yes,Yes,70,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),73.0,4113.15,0
Female,1,No,No,1,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,32.125,25.7,1
Male,0,Yes,Yes,10,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),67.125,521.0,0
Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.5,471.85,0
Male,0,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),111.75,5976.9,0
Female,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,86.25,506.9,1
Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),105.25,4299.75,0
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),132.625,7548.6,0
Male,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,32.1875,1654.75,0
Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),57.5625,80.35,1
Male,0,No,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),81.1875,4551.5,0
Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),106.8125,6227.5,0
Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.0625,20.05,0
Female,1,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,95.5,76.4,1
Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,125.625,514.0,1
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.875,57.5,0
Male,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),31.625,1474.35,0
Male,1,Yes,Yes,22,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Mailed check,50.0625,880.2,1
Male,1,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),125.75,3270.25,0
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,87.4375,69.95,1
Male,1,Yes,No,54,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),92.5,3919.15,0
Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,124.25,7285.7,0
Male,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,116.625,93.3,1
Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,61.4375,169.05,1
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),134.3125,7658.3,0
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),104.5,5959.3,0
Male,1,Yes,No,54,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),123.8125,5295.7,0
Female,0,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.125,4693.2,0
Male,0,No,No,54,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),81.625,3512.9,0
Male,0,No,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,111.9375,5231.2,0
Female,0,Yes,No,60,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),76.0,3603.45,0
Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,93.125,217.45,0
Female,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),123.9375,6875.35,0
Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.0625,19.25,0
Male,0,Yes,Yes,50,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),49.3125,2021.35,0
Female,0,No,No,56,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),56.0625,2564.95,0
Female,0,Yes,No,60,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,121.5,5611.75,0
Male,1,Yes,No,69,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,138.1875,7610.1,0
Female,0,No,No,1,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,43.8125,35.05,1
Female,1,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,91.25,73.0,1
Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.875,45.75,0
Male,0,Yes,Yes,60,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),96.1875,4543.95,0
Female,0,No,No,13,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Mailed check,44.25,450.4,0
Male,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.5625,1297.35,0
Female,0,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),120.9375,4442.75,0
Female,0,No,No,25,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,67.75,1423.15,0
Male,0,No,No,44,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),125.125,4378.35,0
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,56.5625,74.2,0
Male,1,No,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),104.8125,2716.3,1
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,87.625,70.1,1
Female,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),26.0625,450.65,0
Female,0,No,No,35,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,41.8125,1175.85,0
Female,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.25,558.8,0
Male,1,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,107.375,2220.1,0
Male,0,No,Yes,54,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,76.25,3283.05,0
Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,88.3125,142.35,1
Male,0,No,No,57,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,108.625,4939.25,0
Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),86.75,4237.5,0
Female,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),25.4375,335.95,0
Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.4375,33.2,1
Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),130.375,7188.5,0
Female,0,Yes,Yes,21,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,56.1875,926.25,0
Female,0,No,Yes,23,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,61.8125,1119.35,0
Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.75,116.6,0
Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.4375,68.8,0
Female,0,No,No,3,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),123.75,287.4,1
Female,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,116.875,2341.55,0
Male,0,No,No,26,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),68.1875,1362.85,0
Female,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.0625,163.6,0
Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,104.9375,2254.2,1
Male,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,99.3125,145.15,0
Male,0,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),145.25,7752.3,1
Female,0,Yes,No,71,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),117.125,6585.35,1
Female,0,No,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),99.8125,4786.1,0
Male,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,125.0,3835.55,0
Male,0,No,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.5,397.0,0
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.625,19.7,1
Female,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.25,1027.25,0
Female,1,Yes,No,31,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),63.0,1580.1,0
Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,141.6875,7222.75,0
Male,0,Yes,Yes,46,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),100.0,3769.7,0
Female,0,No,No,52,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.1875,4233.95,0
Female,0,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,31.125,1680.25,0
Female,1,No,No,67,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,68.625,3725.5,0
Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,94.4375,413.65,1
Female,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,136.5625,7707.7,0
Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),97.0625,714.15,1
Female,1,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,118.75,2497.2,1
Male,0,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),145.375,8309.55,0
Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.875,601.55,0
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,87.9375,139.25,0
Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),32.0,1888.25,0
Female,0,No,No,60,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,55.5625,2773.9,0
Female,1,No,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,125.1875,5409.75,0
Male,0,No,No,54,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),131.75,5643.4,1
Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,119.8125,197.7,1
Female,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,92.3125,401.3,0
Female,0,Yes,Yes,48,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),87.625,3238.4,0
Male,0,Yes,Yes,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,31.5625,1573.05,0
Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,98.9375,79.15,1
Male,0,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.3125,235.8,0
Male,1,Yes,No,54,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),31.1875,1364.75,0
Female,0,Yes,Yes,30,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,80.625,1985.15,0
Female,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.5625,655.85,1
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,98.75,303.15,1
Female,0,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),132.4375,4335.2,0
Female,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,94.8125,647.5,0
Female,0,Yes,Yes,17,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,114.8125,1574.45,1
Female,0,No,No,62,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),54.5,2748.7,0
Male,0,No,No,28,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),114.0625,2483.65,0
Female,0,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),112.1875,6367.2,0
Female,0,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),130.5,4904.2,0
Female,0,Yes,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Mailed check,112.6875,2044.95,0
Male,0,Yes,Yes,47,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,50.375,1794.8,0
Male,0,Yes,Yes,68,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),131.5625,7173.15,0
Female,1,No,No,60,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,132.5,6441.4,1
Female,0,No,Yes,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,130.0,7039.05,0
Female,0,No,No,14,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,87.0625,921.4,0
Male,0,Yes,Yes,57,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,92.875,4018.35,0
Female,0,Yes,Yes,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,126.125,5448.6,0
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.3125,20.25,0
Male,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,62.375,49.9,1
Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),121.125,2085.45,0
Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,125.4375,1358.85,1
Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,130.125,5135.15,0
Male,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.125,730.1,0
Female,1,Yes,No,38,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),93.6875,2869.85,1
Female,1,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),70.6875,118.25,0
Male,1,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),61.5625,49.25,1
Male,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),85.75,1108.6,0
Female,0,No,No,26,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),86.3125,1815.65,0
Female,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.625,730.4,0
Male,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.0625,75.45,0
Male,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,129.625,5071.05,1
Male,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,118.0,4014.6,0
Male,0,Yes,No,10,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),68.6875,568.85,0
Female,0,Yes,No,61,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),117.125,5860.7,0
Female,0,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),137.8125,7279.35,0
Male,0,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,123.625,1064.95,0
Male,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,112.1875,5769.6,1
Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),100.5625,5886.85,0
Male,0,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Electronic check,99.25,4238.45,0
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.375,20.3,1
Female,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),78.5,418.3,0
Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,93.625,136.05,0
Female,0,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,93.5625,708.2,0
Male,0,No,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),32.3125,788.55,0
Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,127.4375,700.85,1
Female,0,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,85.375,4378.8,0
